FIPS Code,Geography,Year,Program Type,Population
36117,Wayne County,1994,Intercensal Population Estimate,92203
36119,Westchester County,1994,Intercensal Population Estimate,893531
36121,Wyoming County,1994,Intercensal Population Estimate,43521
36123,Yates County,1994,Intercensal Population Estimate,23922
36000,New York State,1993,Intercensal Population Estimate,18374954
36001,Albany County,1993,Intercensal Population Estimate,298592
36003,Allegany County,1993,Intercensal Population Estimate,50807
36005,Bronx County,1993,Intercensal Population Estimate,1238907
36007,Broome County,1993,Intercensal Population Estimate,212756
36009,Cattaraugus County,1993,Intercensal Population Estimate,85523
36011,Cayuga County,1993,Intercensal Population Estimate,82959
36013,Chautauqua County,1993,Intercensal Population Estimate,143131
36015,Chemung County,1993,Intercensal Population Estimate,94711
36017,Chenango County,1993,Intercensal Population Estimate,52552
36019,Clinton County,1993,Intercensal Population Estimate,86420
36021,Columbia County,1993,Intercensal Population Estimate,63428
36023,Cortland County,1993,Intercensal Population Estimate,49584
36025,Delaware County,1993,Intercensal Population Estimate,48387
36027,Dutchess County,1993,Intercensal Population Estimate,265585
36029,Erie County,1993,Intercensal Population Estimate,977751
36031,Essex County,1993,Intercensal Population Estimate,38060
36033,Franklin County,1993,Intercensal Population Estimate,49350
36035,Fulton County,1993,Intercensal Population Estimate,55122
36037,Genesee County,1993,Intercensal Population Estimate,61164
36039,Greene County,1993,Intercensal Population Estimate,46716
36041,Hamilton County,1993,Intercensal Population Estimate,5318
36043,Herkimer County,1993,Intercensal Population Estimate,66926
36045,Jefferson County,1993,Intercensal Population Estimate,114874
36047,Kings County,1993,Intercensal Population Estimate,2347687
36049,Lewis County,1993,Intercensal Population Estimate,27158
36051,Livingston County,1993,Intercensal Population Estimate,63773
36053,Madison County,1993,Intercensal Population Estimate,70585
36055,Monroe County,1993,Intercensal Population Estimate,733968
36057,Montgomery County,1993,Intercensal Population Estimate,51807
36059,Nassau County,1993,Intercensal Population Estimate,1304543
36061,New York County,1993,Intercensal Population Estimate,1493582
36063,Niagara County,1993,Intercensal Population Estimate,222993
36065,Oneida County,1993,Intercensal Population Estimate,252682
36067,Onondaga County,1993,Intercensal Population Estimate,474922
36069,Ontario County,1993,Intercensal Population Estimate,98327
36071,Orange County,1993,Intercensal Population Estimate,318999
36073,Orleans County,1993,Intercensal Population Estimate,43850
36075,Oswego County,1993,Intercensal Population Estimate,124802
36077,Otsego County,1993,Intercensal Population Estimate,61537
36079,Putnam County,1993,Intercensal Population Estimate,87948
36081,Queens County,1993,Intercensal Population Estimate,2023400
36083,Rensselaer County,1993,Intercensal Population Estimate,156232
36085,Richmond County,1993,Intercensal Population Estimate,402590
36087,Rockland County,1993,Intercensal Population Estimate,272523
36089,St. Lawrence County,1993,Intercensal Population Estimate,114867
36091,Saratoga County,1993,Intercensal Population Estimate,189404
36093,Schenectady County,1993,Intercensal Population Estimate,150979
36095,Schoharie County,1993,Intercensal Population Estimate,32605
36097,Schuyler County,1993,Intercensal Population Estimate,18965
36099,Seneca County,1993,Intercensal Population Estimate,32871
36101,Steuben County,1993,Intercensal Population Estimate,100550
36103,Suffolk County,1993,Intercensal Population Estimate,1346667
36105,Sullivan County,1993,Intercensal Population Estimate,72145
36107,Tioga County,1993,Intercensal Population Estimate,53237
36109,Tompkins County,1993,Intercensal Population Estimate,96122
36111,Ulster County,1993,Intercensal Population Estimate,172594
36113,Warren County,1993,Intercensal Population Estimate,61670
36115,Washington County,1993,Intercensal Population Estimate,60902
36117,Wayne County,1993,Intercensal Population Estimate,91779
36119,Westchester County,1993,Intercensal Population Estimate,890061
36121,Wyoming County,1993,Intercensal Population Estimate,43474
36123,Yates County,1993,Intercensal Population Estimate,23531
36000,New York State,1992,Intercensal Population Estimate,18246653
36001,Albany County,1992,Intercensal Population Estimate,296913
36003,Allegany County,1992,Intercensal Population Estimate,50967
36005,Bronx County,1992,Intercensal Population Estimate,1223153
36007,Broome County,1992,Intercensal Population Estimate,213460
36009,Cattaraugus County,1992,Intercensal Population Estimate,85326
36011,Cayuga County,1992,Intercensal Population Estimate,82889
36013,Chautauqua County,1992,Intercensal Population Estimate,142603
36015,Chemung County,1992,Intercensal Population Estimate,94954
36017,Chenango County,1992,Intercensal Population Estimate,52341
36019,Clinton County,1992,Intercensal Population Estimate,85555
36021,Columbia County,1992,Intercensal Population Estimate,63228
36023,Cortland County,1992,Intercensal Population Estimate,49500
36025,Delaware County,1992,Intercensal Population Estimate,48021
36027,Dutchess County,1992,Intercensal Population Estimate,264450
36029,Erie County,1992,Intercensal Population Estimate,976538
36031,Essex County,1992,Intercensal Population Estimate,37619
36033,Franklin County,1992,Intercensal Population Estimate,48702
36035,Fulton County,1992,Intercensal Population Estimate,54814
36037,Genesee County,1992,Intercensal Population Estimate,60856
36039,Greene County,1992,Intercensal Population Estimate,46243
36041,Hamilton County,1992,Intercensal Population Estimate,5366
36043,Herkimer County,1992,Intercensal Population Estimate,66602
36045,Jefferson County,1992,Intercensal Population Estimate,114463
36047,Kings County,1992,Intercensal Population Estimate,2327759
36049,Lewis County,1992,Intercensal Population Estimate,27165
36051,Livingston County,1992,Intercensal Population Estimate,63512
36053,Madison County,1992,Intercensal Population Estimate,70660
36055,Monroe County,1992,Intercensal Population Estimate,729060
36057,Montgomery County,1992,Intercensal Population Estimate,51928
36059,Nassau County,1992,Intercensal Population Estimate,1299575
36061,New York County,1992,Intercensal Population Estimate,1485877
36063,Niagara County,1992,Intercensal Population Estimate,221952
36065,Oneida County,1992,Intercensal Population Estimate,253819
36067,Onondaga County,1992,Intercensal Population Estimate,473971
36069,Ontario County,1992,Intercensal Population Estimate,97623
36071,Orange County,1992,Intercensal Population Estimate,315957
36073,Orleans County,1992,Intercensal Population Estimate,43674
36075,Oswego County,1992,Intercensal Population Estimate,123857
36077,Otsego County,1992,Intercensal Population Estimate,61195
36079,Putnam County,1992,Intercensal Population Estimate,86828
36081,Queens County,1992,Intercensal Population Estimate,1996512
36083,Rensselaer County,1992,Intercensal Population Estimate,156266
36085,Richmond County,1992,Intercensal Population Estimate,395643
36087,Rockland County,1992,Intercensal Population Estimate,269753
36089,St. Lawrence County,1992,Intercensal Population Estimate,114054
36091,Saratoga County,1992,Intercensal Population Estimate,187445
36093,Schenectady County,1992,Intercensal Population Estimate,151002
36095,Schoharie County,1992,Intercensal Population Estimate,32659
36097,Schuyler County,1992,Intercensal Population Estimate,18907
36099,Seneca County,1992,Intercensal Population Estimate,33518
36101,Steuben County,1992,Intercensal Population Estimate,100232
36103,Suffolk County,1992,Intercensal Population Estimate,1336663
36105,Sullivan County,1992,Intercensal Population Estimate,71416
36107,Tioga County,1992,Intercensal Population Estimate,53111
36109,Tompkins County,1992,Intercensal Population Estimate,95685
36111,Ulster County,1992,Intercensal Population Estimate,170872
36113,Warren County,1992,Intercensal Population Estimate,60808
36115,Washington County,1992,Intercensal Population Estimate,60482
36117,Wayne County,1992,Intercensal Population Estimate,90896
36119,Westchester County,1992,Intercensal Population Estimate,885146
36121,Wyoming County,1992,Intercensal Population Estimate,43397
36123,Yates County,1992,Intercensal Population Estimate,23211
36000,New York State,1991,Intercensal Population Estimate,18122510
36001,Albany County,1991,Intercensal Population Estimate,295530
36003,Allegany County,1991,Intercensal Population Estimate,50935
36005,Bronx County,1991,Intercensal Population Estimate,1214835
36007,Broome County,1991,Intercensal Population Estimate,212820
36009,Cattaraugus County,1991,Intercensal Population Estimate,84961
36011,Cayuga County,1991,Intercensal Population Estimate,82880
36013,Chautauqua County,1991,Intercensal Population Estimate,142680
36015,Chemung County,1991,Intercensal Population Estimate,95001
36017,Chenango County,1991,Intercensal Population Estimate,52160
36019,Clinton County,1991,Intercensal Population Estimate,86086
36021,Columbia County,1991,Intercensal Population Estimate,62967
36023,Cortland County,1991,Intercensal Population Estimate,49280
36025,Delaware County,1991,Intercensal Population Estimate,47733
36027,Dutchess County,1991,Intercensal Population Estimate,261952
36029,Erie County,1991,Intercensal Population Estimate,973280
36031,Essex County,1991,Intercensal Population Estimate,37593
36033,Franklin County,1991,Intercensal Population Estimate,47886
36035,Fulton County,1991,Intercensal Population Estimate,54744
36037,Genesee County,1991,Intercensal Population Estimate,60529
36039,Greene County,1991,Intercensal Population Estimate,45298
36041,Hamilton County,1991,Intercensal Population Estimate,5362
36043,Herkimer County,1991,Intercensal Population Estimate,66344
36045,Jefferson County,1991,Intercensal Population Estimate,112911
36047,Kings County,1991,Intercensal Population Estimate,2312518
36049,Lewis County,1991,Intercensal Population Estimate,27043
36051,Livingston County,1991,Intercensal Population Estimate,62631
36053,Madison County,1991,Intercensal Population Estimate,70021
36055,Monroe County,1991,Intercensal Population Estimate,721362
36057,Montgomery County,1991,Intercensal Population Estimate,51896
36059,Nassau County,1991,Intercensal Population Estimate,1293072
36061,New York County,1991,Intercensal Population Estimate,1483644
36063,Niagara County,1991,Intercensal Population Estimate,221712
36065,Oneida County,1991,Intercensal Population Estimate,253064
36067,Onondaga County,1991,Intercensal Population Estimate,472463
36069,Ontario County,1991,Intercensal Population Estimate,96514
36071,Orange County,1991,Intercensal Population Estimate,312038
36073,Orleans County,1991,Intercensal Population Estimate,42432
36075,Oswego County,1991,Intercensal Population Estimate,123134
36077,Otsego County,1991,Intercensal Population Estimate,60729
36079,Putnam County,1991,Intercensal Population Estimate,85488
36081,Queens County,1991,Intercensal Population Estimate,1975556
36083,Rensselaer County,1991,Intercensal Population Estimate,155039
36085,Richmond County,1991,Intercensal Population Estimate,387948
36087,Rockland County,1991,Intercensal Population Estimate,267800
36089,St. Lawrence County,1991,Intercensal Population Estimate,113052
36091,Saratoga County,1991,Intercensal Population Estimate,184633
36093,Schenectady County,1991,Intercensal Population Estimate,150616
36095,Schoharie County,1991,Intercensal Population Estimate,32454
36097,Schuyler County,1991,Intercensal Population Estimate,18820
36099,Seneca County,1991,Intercensal Population Estimate,33768
36101,Steuben County,1991,Intercensal Population Estimate,99835
36103,Suffolk County,1991,Intercensal Population Estimate,1326777
36105,Sullivan County,1991,Intercensal Population Estimate,70347
36107,Tioga County,1991,Intercensal Population Estimate,52812
36109,Tompkins County,1991,Intercensal Population Estimate,95283
36111,Ulster County,1991,Intercensal Population Estimate,168869
36113,Warren County,1991,Intercensal Population Estimate,60166
36115,Washington County,1991,Intercensal Population Estimate,60120
36117,Wayne County,1991,Intercensal Population Estimate,90222
36119,Westchester County,1991,Intercensal Population Estimate,878615
36121,Wyoming County,1991,Intercensal Population Estimate,43163
36123,Yates County,1991,Intercensal Population Estimate,23087
36000,New York State,1990,Intercensal Population Estimate,18020784
36000,New York State,1990,Census Base Population,17990778
36001,Albany County,1990,Intercensal Population Estimate,292956
36001,Albany County,1990,Census Base Population,292812
36003,Allegany County,1990,Census Base Population,50470
36003,Allegany County,1990,Intercensal Population Estimate,50522
36005,Bronx County,1990,Census Base Population,1203789
36005,Bronx County,1990,Intercensal Population Estimate,1207053
36007,Broome County,1990,Census Base Population,212160
36007,Broome County,1990,Intercensal Population Estimate,212252
36009,Cattaraugus County,1990,Census Base Population,84234
36009,Cattaraugus County,1990,Intercensal Population Estimate,84455
36011,Cayuga County,1990,Intercensal Population Estimate,82446
36011,Cayuga County,1990,Census Base Population,82313
36013,Chautauqua County,1990,Intercensal Population Estimate,142054
36013,Chautauqua County,1990,Census Base Population,141895
36015,Chemung County,1990,Intercensal Population Estimate,95292
36015,Chemung County,1990,Census Base Population,95195
36017,Chenango County,1990,Census Base Population,51768
36017,Chenango County,1990,Intercensal Population Estimate,51813
36019,Clinton County,1990,Census Base Population,85969
36019,Clinton County,1990,Intercensal Population Estimate,86160
36021,Columbia County,1990,Census Base Population,62982
36021,Columbia County,1990,Intercensal Population Estimate,63048
36023,Cortland County,1990,Census Base Population,48963
36023,Cortland County,1990,Intercensal Population Estimate,49127
36025,Delaware County,1990,Intercensal Population Estimate,47464
36025,Delaware County,1990,Census Base Population,47352
36027,Dutchess County,1990,Census Base Population,259462
36027,Dutchess County,1990,Intercensal Population Estimate,260238
36029,Erie County,1990,Intercensal Population Estimate,969780
36029,Erie County,1990,Census Base Population,968584
36031,Essex County,1990,Intercensal Population Estimate,37286
36031,Essex County,1990,Census Base Population,37152
36033,Franklin County,1990,Census Base Population,46540
36033,Franklin County,1990,Intercensal Population Estimate,46668
36035,Fulton County,1990,Census Base Population,54191
36035,Fulton County,1990,Intercensal Population Estimate,54336
36037,Genesee County,1990,Census Base Population,60060
36037,Genesee County,1990,Intercensal Population Estimate,60167
36039,Greene County,1990,Intercensal Population Estimate,44847
36039,Greene County,1990,Census Base Population,44739
36041,Hamilton County,1990,Census Base Population,5279
36041,Hamilton County,1990,Intercensal Population Estimate,5292
36043,Herkimer County,1990,Intercensal Population Estimate,65883
36043,Herkimer County,1990,Census Base Population,65809
36045,Jefferson County,1990,Intercensal Population Estimate,111549
36045,Jefferson County,1990,Census Base Population,110943
36047,Kings County,1990,Census Base Population,2300664
36047,Kings County,1990,Intercensal Population Estimate,2303679
36049,Lewis County,1990,Census Base Population,26796
36049,Lewis County,1990,Intercensal Population Estimate,26872
36051,Livingston County,1990,Census Base Population,62372
36051,Livingston County,1990,Intercensal Population Estimate,62477
36053,Madison County,1990,Intercensal Population Estimate,69300
36053,Madison County,1990,Census Base Population,69166
36055,Monroe County,1990,Census Base Population,713968
36055,Monroe County,1990,Intercensal Population Estimate,715825
36057,Montgomery County,1990,Census Base Population,51981
36057,Montgomery County,1990,Intercensal Population Estimate,52036
36059,Nassau County,1990,Census Base Population,1287873
36059,Nassau County,1990,Intercensal Population Estimate,1286905
36061,New York County,1990,Intercensal Population Estimate,1487073
36061,New York County,1990,Census Base Population,1487536
36063,Niagara County,1990,Intercensal Population Estimate,221163
36063,Niagara County,1990,Census Base Population,220756
36065,Oneida County,1990,Census Base Population,250836
36065,Oneida County,1990,Intercensal Population Estimate,251191
36067,Onondaga County,1990,Census Base Population,468973
36067,Onondaga County,1990,Intercensal Population Estimate,469903
36069,Ontario County,1990,Census Base Population,95101
36069,Ontario County,1990,Intercensal Population Estimate,95352
36071,Orange County,1990,Census Base Population,307571
36071,Orange County,1990,Intercensal Population Estimate,308803
36073,Orleans County,1990,Intercensal Population Estimate,41970
36073,Orleans County,1990,Census Base Population,41846
36075,Oswego County,1990,Intercensal Population Estimate,122302
36075,Oswego County,1990,Census Base Population,121785
36077,Otsego County,1990,Census Base Population,60390
36077,Otsego County,1990,Intercensal Population Estimate,60518
36079,Putnam County,1990,Census Base Population,83941
36079,Putnam County,1990,Intercensal Population Estimate,84222
36081,Queens County,1990,Census Base Population,1951598
36081,Queens County,1990,Intercensal Population Estimate,1957281
36083,Rensselaer County,1990,Intercensal Population Estimate,154680
36083,Rensselaer County,1990,Census Base Population,154429
36085,Richmond County,1990,Intercensal Population Estimate,380564
36085,Richmond County,1990,Census Base Population,378977
36087,Rockland County,1990,Census Base Population,265475
36087,Rockland County,1990,Intercensal Population Estimate,265981
36089,St. Lawrence County,1990,Census Base Population,111974
36089,St. Lawrence County,1990,Intercensal Population Estimate,112158
36091,Saratoga County,1990,Intercensal Population Estimate,182259
36091,Saratoga County,1990,Census Base Population,181276
36093,Schenectady County,1990,Intercensal Population Estimate,149519
36093,Schenectady County,1990,Census Base Population,149285
36095,Schoharie County,1990,Intercensal Population Estimate,31938
36095,Schoharie County,1990,Census Base Population,31840
36097,Schuyler County,1990,Census Base Population,18662
36097,Schuyler County,1990,Intercensal Population Estimate,18705
36099,Seneca County,1990,Census Base Population,33683
36099,Seneca County,1990,Intercensal Population Estimate,33710
36101,Steuben County,1990,Intercensal Population Estimate,99286
36101,Steuben County,1990,Census Base Population,99088
36103,Suffolk County,1990,Census Base Population,1321339
36103,Suffolk County,1990,Intercensal Population Estimate,1322686
36105,Sullivan County,1990,Census Base Population,69277
36105,Sullivan County,1990,Intercensal Population Estimate,69545
36107,Tioga County,1990,Intercensal Population Estimate,52479
36107,Tioga County,1990,Census Base Population,52337
36109,Tompkins County,1990,Census Base Population,94097
36109,Tompkins County,1990,Intercensal Population Estimate,94241
36111,Ulster County,1990,Census Base Population,165380
36111,Ulster County,1990,Intercensal Population Estimate,166049
36113,Warren County,1990,Census Base Population,59209
36113,Warren County,1990,Intercensal Population Estimate,59520
36115,Washington County,1990,Intercensal Population Estimate,59507
36115,Washington County,1990,Census Base Population,59330
36117,Wayne County,1990,Intercensal Population Estimate,89365
36117,Wayne County,1990,Census Base Population,89123
36119,Westchester County,1990,Intercensal Population Estimate,875578
36119,Westchester County,1990,Census Base Population,874866
36121,Wyoming County,1990,Census Base Population,42507
36121,Wyoming County,1990,Intercensal Population Estimate,42563
36123,Yates County,1990,Census Base Population,22810
36123,Yates County,1990,Intercensal Population Estimate,22891
36000,New York State,1989,Intercensal Population Estimate,17983084
36001,Albany County,1989,Intercensal Population Estimate,292202
36003,Allegany County,1989,Intercensal Population Estimate,50166
36005,Bronx County,1989,Intercensal Population Estimate,1213675
36007,Broome County,1989,Intercensal Population Estimate,212406
36009,Cattaraugus County,1989,Intercensal Population Estimate,83571
36011,Cayuga County,1989,Intercensal Population Estimate,82045
36013,Chautauqua County,1989,Intercensal Population Estimate,141772
36015,Chemung County,1989,Intercensal Population Estimate,94701
36017,Chenango County,1989,Intercensal Population Estimate,51611
36019,Clinton County,1989,Intercensal Population Estimate,85214
36021,Columbia County,1989,Intercensal Population Estimate,62863
36023,Cortland County,1989,Intercensal Population Estimate,48488
36025,Delaware County,1989,Intercensal Population Estimate,47148
36027,Dutchess County,1989,Intercensal Population Estimate,258634
36029,Erie County,1989,Intercensal Population Estimate,966524
36031,Essex County,1989,Intercensal Population Estimate,36833
36033,Franklin County,1989,Intercensal Population Estimate,45996
36035,Fulton County,1989,Intercensal Population Estimate,54101
36037,Genesee County,1989,Intercensal Population Estimate,59823
36039,Greene County,1989,Intercensal Population Estimate,44212
36041,Hamilton County,1989,Intercensal Population Estimate,5181
36043,Herkimer County,1989,Intercensal Population Estimate,65728
36045,Jefferson County,1989,Intercensal Population Estimate,109534
36047,Kings County,1989,Intercensal Population Estimate,2316966
36049,Lewis County,1989,Intercensal Population Estimate,26561
36051,Livingston County,1989,Intercensal Population Estimate,61726
36053,Madison County,1989,Intercensal Population Estimate,68338
36055,Monroe County,1989,Intercensal Population Estimate,711315
36057,Montgomery County,1989,Intercensal Population Estimate,51871
36059,Nassau County,1989,Intercensal Population Estimate,1296335
36061,New York County,1989,Intercensal Population Estimate,1486046
36063,Niagara County,1989,Intercensal Population Estimate,219430
36065,Oneida County,1989,Intercensal Population Estimate,250360
36067,Onondaga County,1989,Intercensal Population Estimate,466290
36069,Ontario County,1989,Intercensal Population Estimate,94297
36071,Orange County,1989,Intercensal Population Estimate,303688
36073,Orleans County,1989,Intercensal Population Estimate,41461
36075,Oswego County,1989,Intercensal Population Estimate,120214
36077,Otsego County,1989,Intercensal Population Estimate,60381
36079,Putnam County,1989,Intercensal Population Estimate,83315
36081,Queens County,1989,Intercensal Population Estimate,1950425
36083,Rensselaer County,1989,Intercensal Population Estimate,153477
36085,Richmond County,1989,Intercensal Population Estimate,377063
36087,Rockland County,1989,Intercensal Population Estimate,264823
36089,St. Lawrence County,1989,Intercensal Population Estimate,111481
36091,Saratoga County,1989,Intercensal Population Estimate,177669
36093,Schenectady County,1989,Intercensal Population Estimate,149167
36095,Schoharie County,1989,Intercensal Population Estimate,31404
36097,Schuyler County,1989,Intercensal Population Estimate,18479
36099,Seneca County,1989,Intercensal Population Estimate,33528
36101,Steuben County,1989,Intercensal Population Estimate,98468
36103,Suffolk County,1989,Intercensal Population Estimate,1322291
36105,Sullivan County,1989,Intercensal Population Estimate,69044
36107,Tioga County,1989,Intercensal Population Estimate,51982
36109,Tompkins County,1989,Intercensal Population Estimate,93262
36111,Ulster County,1989,Intercensal Population Estimate,164359
36113,Warren County,1989,Intercensal Population Estimate,58197
36115,Washington County,1989,Intercensal Population Estimate,58819
36117,Wayne County,1989,Intercensal Population Estimate,88398
36119,Westchester County,1989,Intercensal Population Estimate,875043
36121,Wyoming County,1989,Intercensal Population Estimate,42197
36123,Yates County,1989,Intercensal Population Estimate,22486
36000,New York State,1988,Intercensal Population Estimate,17941309
36001,Albany County,1988,Intercensal Population Estimate,291094
36003,Allegany County,1988,Intercensal Population Estimate,49835
36005,Bronx County,1988,Intercensal Population Estimate,1215834
36007,Broome County,1988,Intercensal Population Estimate,211984
36009,Cattaraugus County,1988,Intercensal Population Estimate,83510
36011,Cayuga County,1988,Intercensal Population Estimate,80659
36013,Chautauqua County,1988,Intercensal Population Estimate,141420
36015,Chemung County,1988,Intercensal Population Estimate,93142
36017,Chenango County,1988,Intercensal Population Estimate,51336
36019,Clinton County,1988,Intercensal Population Estimate,84209
36021,Columbia County,1988,Intercensal Population Estimate,62618
36023,Cortland County,1988,Intercensal Population Estimate,48111
36025,Delaware County,1988,Intercensal Population Estimate,46947
36027,Dutchess County,1988,Intercensal Population Estimate,259259
36029,Erie County,1988,Intercensal Population Estimate,963078
36031,Essex County,1988,Intercensal Population Estimate,36439
36033,Franklin County,1988,Intercensal Population Estimate,44639
36035,Fulton County,1988,Intercensal Population Estimate,54102
36037,Genesee County,1988,Intercensal Population Estimate,59559
36039,Greene County,1988,Intercensal Population Estimate,43789
36041,Hamilton County,1988,Intercensal Population Estimate,5048
36043,Herkimer County,1988,Intercensal Population Estimate,65708
36045,Jefferson County,1988,Intercensal Population Estimate,103758
36047,Kings County,1988,Intercensal Population Estimate,2326439
36049,Lewis County,1988,Intercensal Population Estimate,26115
36051,Livingston County,1988,Intercensal Population Estimate,60943
36053,Madison County,1988,Intercensal Population Estimate,67586
36055,Monroe County,1988,Intercensal Population Estimate,705035
36057,Montgomery County,1988,Intercensal Population Estimate,51640
36059,Nassau County,1988,Intercensal Population Estimate,1303266
36061,New York County,1988,Intercensal Population Estimate,1484183
36063,Niagara County,1988,Intercensal Population Estimate,218096
36065,Oneida County,1988,Intercensal Population Estimate,249633
36067,Onondaga County,1988,Intercensal Population Estimate,463306
36069,Ontario County,1988,Intercensal Population Estimate,93007
36071,Orange County,1988,Intercensal Population Estimate,298403
36073,Orleans County,1988,Intercensal Population Estimate,40953
36075,Oswego County,1988,Intercensal Population Estimate,118460
36077,Otsego County,1988,Intercensal Population Estimate,59866
36079,Putnam County,1988,Intercensal Population Estimate,82813
36081,Queens County,1988,Intercensal Population Estimate,1951557
36083,Rensselaer County,1988,Intercensal Population Estimate,153007
36085,Richmond County,1988,Intercensal Population Estimate,375706
36087,Rockland County,1988,Intercensal Population Estimate,264575
36089,St. Lawrence County,1988,Intercensal Population Estimate,110809
36091,Saratoga County,1988,Intercensal Population Estimate,173389
36093,Schenectady County,1988,Intercensal Population Estimate,149169
36095,Schoharie County,1988,Intercensal Population Estimate,31462
36097,Schuyler County,1988,Intercensal Population Estimate,18227
36099,Seneca County,1988,Intercensal Population Estimate,33281
36101,Steuben County,1988,Intercensal Population Estimate,97334
36103,Suffolk County,1988,Intercensal Population Estimate,1319883
36105,Sullivan County,1988,Intercensal Population Estimate,68234
36107,Tioga County,1988,Intercensal Population Estimate,51813
36109,Tompkins County,1988,Intercensal Population Estimate,91888
36111,Ulster County,1988,Intercensal Population Estimate,162889
36113,Warren County,1988,Intercensal Population Estimate,57369
36115,Washington County,1988,Intercensal Population Estimate,58282
36117,Wayne County,1988,Intercensal Population Estimate,87740
36119,Westchester County,1988,Intercensal Population Estimate,874759
36121,Wyoming County,1988,Intercensal Population Estimate,42026
36123,Yates County,1988,Intercensal Population Estimate,22088
36000,New York State,1987,Intercensal Population Estimate,17868844
36001,Albany County,1987,Intercensal Population Estimate,290843
36003,Allegany County,1987,Intercensal Population Estimate,49768
36005,Bronx County,1987,Intercensal Population Estimate,1210712
36007,Broome County,1987,Intercensal Population Estimate,211283
36009,Cattaraugus County,1987,Intercensal Population Estimate,83883
36011,Cayuga County,1987,Intercensal Population Estimate,80166
36013,Chautauqua County,1987,Intercensal Population Estimate,141674
36015,Chemung County,1987,Intercensal Population Estimate,91819
36017,Chenango County,1987,Intercensal Population Estimate,50626
36019,Clinton County,1987,Intercensal Population Estimate,83533
36021,Columbia County,1987,Intercensal Population Estimate,62033
36023,Cortland County,1987,Intercensal Population Estimate,48259
36025,Delaware County,1987,Intercensal Population Estimate,46547
36027,Dutchess County,1987,Intercensal Population Estimate,255937
36029,Erie County,1987,Intercensal Population Estimate,962907
36031,Essex County,1987,Intercensal Population Estimate,36383
36033,Franklin County,1987,Intercensal Population Estimate,44143
36035,Fulton County,1987,Intercensal Population Estimate,53460
36037,Genesee County,1987,Intercensal Population Estimate,59033
36039,Greene County,1987,Intercensal Population Estimate,42932
36041,Hamilton County,1987,Intercensal Population Estimate,4966
36043,Herkimer County,1987,Intercensal Population Estimate,65906
36045,Jefferson County,1987,Intercensal Population Estimate,96360
36047,Kings County,1987,Intercensal Population Estimate,2324361
36049,Lewis County,1987,Intercensal Population Estimate,25346
36051,Livingston County,1987,Intercensal Population Estimate,60429
36053,Madison County,1987,Intercensal Population Estimate,66977
36055,Monroe County,1987,Intercensal Population Estimate,701215
36057,Montgomery County,1987,Intercensal Population Estimate,51317
36059,Nassau County,1987,Intercensal Population Estimate,1304812
36061,New York County,1987,Intercensal Population Estimate,1481531
36063,Niagara County,1987,Intercensal Population Estimate,216849
36065,Oneida County,1987,Intercensal Population Estimate,250305
36067,Onondaga County,1987,Intercensal Population Estimate,462521
36069,Ontario County,1987,Intercensal Population Estimate,92355
36071,Orange County,1987,Intercensal Population Estimate,291920
36073,Orleans County,1987,Intercensal Population Estimate,40282
36075,Oswego County,1987,Intercensal Population Estimate,117227
36077,Otsego County,1987,Intercensal Population Estimate,59172
36079,Putnam County,1987,Intercensal Population Estimate,81243
36081,Queens County,1987,Intercensal Population Estimate,1952640
36083,Rensselaer County,1987,Intercensal Population Estimate,152699
36085,Richmond County,1987,Intercensal Population Estimate,373232
36087,Rockland County,1987,Intercensal Population Estimate,264626
36089,St. Lawrence County,1987,Intercensal Population Estimate,110514
36091,Saratoga County,1987,Intercensal Population Estimate,168549
36093,Schenectady County,1987,Intercensal Population Estimate,148653
36095,Schoharie County,1987,Intercensal Population Estimate,30722
36097,Schuyler County,1987,Intercensal Population Estimate,18178
36099,Seneca County,1987,Intercensal Population Estimate,33186
36101,Steuben County,1987,Intercensal Population Estimate,96983
36103,Suffolk County,1987,Intercensal Population Estimate,1310592
36105,Sullivan County,1987,Intercensal Population Estimate,66909
36107,Tioga County,1987,Intercensal Population Estimate,50983
36109,Tompkins County,1987,Intercensal Population Estimate,90264
36111,Ulster County,1987,Intercensal Population Estimate,161865
36113,Warren County,1987,Intercensal Population Estimate,56569
36115,Washington County,1987,Intercensal Population Estimate,57477
36117,Wayne County,1987,Intercensal Population Estimate,86991
36119,Westchester County,1987,Intercensal Population Estimate,872497
36121,Wyoming County,1987,Intercensal Population Estimate,41857
36123,Yates County,1987,Intercensal Population Estimate,21823
36000,New York State,1986,Intercensal Population Estimate,17833421
36001,Albany County,1986,Intercensal Population Estimate,291010
36003,Allegany County,1986,Intercensal Population Estimate,50060
36005,Bronx County,1986,Intercensal Population Estimate,1198837
36007,Broome County,1986,Intercensal Population Estimate,212792
36009,Cattaraugus County,1986,Intercensal Population Estimate,84880
36011,Cayuga County,1986,Intercensal Population Estimate,80272
36013,Chautauqua County,1986,Intercensal Population Estimate,142865
36015,Chemung County,1986,Intercensal Population Estimate,91179
36017,Chenango County,1986,Intercensal Population Estimate,50033
36019,Clinton County,1986,Intercensal Population Estimate,83147
36021,Columbia County,1986,Intercensal Population Estimate,61818
36023,Cortland County,1986,Intercensal Population Estimate,47942
36025,Delaware County,1986,Intercensal Population Estimate,46067
36027,Dutchess County,1986,Intercensal Population Estimate,253212
36029,Erie County,1986,Intercensal Population Estimate,966921
